Date,TSLA_ret,TSLA_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2015-02-02,0.0354165045500105,0.0244166899383688,0,1.0,2.3412216514186585e-57,2.3412216514186585e-57,1.0,
2015-02-03,0.0345713045606013,0.0237075836061128,0,0.9999646245869295,3.537541262386852e-05,3.537541262386852e-05,0.9999823122936881,
2015-02-04,0.0008697468597585,0.0236922174955892,0,0.9999794522101333,2.054778959937738e-05,2.054778959937738e-05,0.9999897261052003,
2015-02-05,0.0111026718029864,0.0237697925882275,0,0.9999786675081703,2.133249144043356e-05,2.133249144043356e-05,0.9999893337542798,
2015-02-06,-0.016562460365371,0.0241327544079489,0,0.9999751675795888,2.4832420415041456e-05,2.4832420415041456e-05,1.0,0.01307955348159714
2015-02-09,0.0005518871416418,0.0236474600097837,0,0.9999801123544252,1.9887645271934573e-05,1.9887645271934573e-05,1.0,0.0061066299999234
2015-02-10,-0.0054867904957725,0.0230385915205892,0,0.9999806825964248,1.9317403267228545e-05,1.9317403267228545e-05,0.9999903412983664,-0.0019049890113513601
2015-02-11,-0.0162672963048935,0.0233858851145031,0,0.9999746376012236,2.5362398579789493e-05,2.5362398579789493e-05,0.9999873188007101,-0.00533239764428176
2015-02-12,-0.0477381356288003,0.0220368799732275,0,0.9999309374327432,6.906256769009949e-05,6.906256769009949e-05,0.999965468716155,-0.017100559130639098
2015-02-13,0.004377269986898,0.0219803305018084,0,0.9999809938531987,1.9006146527789106e-05,1.9006146527789106e-05,0.9999904969267361,-0.0129126130601853
2015-02-17,0.0028422373753067,0.021967210558549,0,0.9999830078092922,1.6992190305310108e-05,1.6992190305310108e-05,0.9999915039048474,-0.012454543013452318
2015-02-18,0.000538178303969,0.021878922193276,0,0.9999825408654753,1.7459134859252658e-05,1.7459134859252658e-05,0.9999912704325704,-0.01124954925350402
2015-02-19,0.0348450742043633,0.0225520523964416,0,0.9999664844595371,3.351554035498843e-05,3.351554035498843e-05,0.9999832422298225,-0.0010270751516526593
2015-02-20,0.025186699580653,0.0225430195383371,0,0.9999713601636726,2.863983675874367e-05,2.863983675874367e-05,1.0,0.013557891890238
2015-02-23,-0.0460441451369465,0.0251344211477901,0,0.9999164507505808,8.35492492794676e-05,8.35492492794676e-05,1.0,0.003473608865469102
2015-02-24,-0.0157009376486744,0.0247311031810891,0,0.9999699313421456,3.0068658297987496e-05,3.0068658297987496e-05,0.999984965670851,-0.00023502613932711858
2015-02-25,-0.0017162494669841,0.0247273770231799,0,0.9999768593519485,2.3140647687847066e-05,2.3140647687847066e-05,0.9999884296761561,-0.0006859116935177386
2015-02-26,0.016693459346496,0.02380192488771,0,0.99997666666815,2.333333199424809e-05,2.333333199424809e-05,0.9999883333340029,-0.0043162346650911995
2015-02-27,-0.0187568262214745,0.0233452742632122,0,0.9999749051878228,2.5094812581237212e-05,2.5094812581237212e-05,0.9999874525937094,-0.013104939825516698
2015-03-02,-0.030002041037218,0.024223852538954,0,0.9999634813304323,3.651866912727487e-05,3.651866912727487e-05,0.9999817406654363,-0.009896519005570998
